Me llamas,57.0,276720.0,0.0783,0.706,0.805,6.0E-4,2.0,0.312,-5.219,1,0.0274,4,0.812
Insoportablemente Bella,3.0,219293.0,0.309,0.315,0.37,0.0,9.0,0.0642,-10.912,0,0.0307,4,0.256
Fantasy,48.0,217103.0,0.152,0.802,0.71,0.0,7.0,0.159,-4.193,1,0.0583,4,0.826
Stupid Cupid,49.0,136426.0,0.662,0.603,0.755,0.0,3.0,0.0764,-6.396,1,0.038,4,0.967
Virtual Insanity - Remastered,59.0,228333.0,0.13,0.651,0.946,0.0,6.0,0.148,-4.717,1,0.101,4,0.508
Man! I Feel Like A Woman!,34.0,233000.0,0.642,0.675,0.888,0.0,10.0,0.36,-3.018,1,0.0439,4,0.74
Jump In The Pool,54.0,217040.0,0.0088,0.419,0.924,0.0229,9.0,0.313,-4.404,1,0.116,4,0.362
Rock & Roll - 2015 Remastered Full Length Version,43.0,283000.0,0.004,0.494,0.735,0.0,5.0,0.544,-8.347,1,0.0345,4,0.742
Girls Need Love,75.0,143075.0,0.666,0.653,0.412,0.0,6.0,0.125,-10.252,0,0.251,4,0.129
La Mortificadora,39.0,274466.0,0.0366,0.683,0.535,0.0,11.0,0.298,-9.993,1,0.147,4,0.877
Day Dreaming (feat. Floyd Miles),39.0,266017.0,0.09,0.676,0.593,0.0,7.0,0.192,-11.663,0,0.413,4,0.287
Estúpido Cupido,40.0,153666.0,0.151,0.856,0.128,0.0,10.0,0.0876,-23.137,1,0.114,4,0.717
Is It Mine (feat. Ty Dolla $ign),53.0,205744.0,0.0364,0.738,0.584,0.0,1.0,0.539,-7.071,1,0.0547,4,0.525
Vleurgat,56.0,125681.0,0.988,0.701,0.187,0.898,0.0,0.0887,-21.138,0,0.0381,3,0.265
Spaceship (feat. Uffie),71.0,167079.0,0.322,0.518,0.842,0.0,10.0,0.101,-1.816,1,0.0828,4,0.375
nothing really matters that much to me anymore.,45.0,164858.0,0.233,0.712,0.128,0.915,0.0,0.0951,-17.163,1,0.0823,4,0.353
Reflex,65.0,241841.0,0.134,0.692,0.497,2.0E-4,1.0,0.111,-7.252,0,0.108,4,0.309
better off,51.0,191861.0,0.833,0.691,0.343,0.0,7.0,0.132,-8.954,1,0.0387,3,0.441
True Colors,36.0,204774.0,0.0707,0.566,0.647,0.0,7.0,0.205,-10.277,0,0.0812,4,0.198
Star Roving,49.0,338869.0,0.0712,0.329,0.932,0.699,9.0,0.293,-4.919,1,0.0531,4,0.394
Streets of Aberdeen,51.0,250507.0,0.153,0.482,0.443,1.0E-4,2.0,0.14,-8.996,1,0.0412,4,0.367
Woulda Left Me Too,61.0,223880.0,0.673,0.564,0.452,0.0011,4.0,0.0923,-8.588,1,0.0603,4,0.173
"Too Late To Worry, Too Blue To Cry",22.0,163056.0,0.893,0.742,0.351,0.116,7.0,0.136,-14.295,0,0.0552,4,0.966
Chug-A-Lug,44.0,123360.0,0.69,0.699,0.408,2.0E-4,11.0,0.145,-11.46,1,0.096,4,NaN
Who's Gonna Fill Their Shoes,47.0,195133.0,0.672,0.441,0.262,0.0,4.0,0.133,-13.435,1,0.0301,4,0.317
I Tell It Like It Used To Be,39.0,180866.0,0.358,0.73,0.49,0.0,2.0,0.0219,-10.613,1,0.0369,4,0.564
no tears left to cry,92.0,205920.0,0.04,0.699,0.713,0.0,9.0,0.294,-5.507,0,0.0594,4,0.354
Unsteady,78.0,193546.0,0.178,0.389,0.665,7.0E-4,0.0,0.116,-6.169,1,0.0644,4,0.199
Equity,49.0,255071.0,0.988,0.0625,0.0179,0.974,4.0,0.0573,-38.768,1,0.0416,5,0.0352
Tired,48.0,80331.0,0.862,0.468,0.35,5.0E-4,1.0,0.145,-11.073,0,0.178,4,0.124
B5 [untitled] but i loved you,40.0,176923.0,0.719,0.615,0.303,0.516,0.0,0.152,-13.321,1,0.066,4,0.374
Bartier Cardi (feat. 21 Savage),37.0,224613.0,0.001,0.908,0.534,0.0015,8.0,0.354,-7.686,1,0.254,4,0.0819
Unbelievers,65.0,202666.0,0.142,0.644,0.811,6.0E-4,11.0,0.169,-7.681,1,0.0499,4,0.831
Attrition,33.0,96630.0,0.0,0.337,0.924,0.882,6.0,0.389,-3.754,1,0.0719,4,0.237
Rawnald Gregory Erickson the Second,64.0,173693.0,0.229,0.9,0.538,0.843,7.0,0.287,-7.879,1,0.0343,4,0.713
Just Tell Me,9.0,162344.0,0.24,0.639,0.628,0.0,9.0,0.121,-5.585,1,0.0241,4,0.548
Oui Oui,37.0,200400.0,0.229,0.657,0.776,0.0,6.0,0.328,-6.423,1,0.0495,4,0.863
I Just Can't,67.0,156000.0,0.162,0.652,0.595,0.0,6.0,0.148,-6.944,0,0.0419,4,0.303
Food Move,0.0,171428.0,0.0051,0.574,0.551,0.0441,3.0,0.147,-9.067,1,0.0354,3,0.368
Like Juve (Juventus),42.0,194873.0,0.153,0.407,0.959,0.0,2.0,0.113,-6.081,1,0.447,4,0.567
Send Me On My Way,76.0,263333.0,0.114,0.5,0.681,0.0,0.0,0.139,-9.556,1,0.0672,4,0.745
"Father, Father",52.0,206769.0,0.0498,0.629,0.749,0.0104,1.0,0.494,-5.414,1,0.0674,4,0.69
Rooftop to the Basement,30.0,204977.0,0.17,0.845,0.821,0.0,1.0,0.311,-5.941,1,0.313,4,0.674
DUELE EL CORAZON,75.0,200813.0,0.0786,0.724,0.904,0.0,8.0,0.226,-3.354,0,0.0966,4,0.846
Latinos En Estados Unidos,26.0,355506.0,0.746,0.779,0.825,0.0175,4.0,0.141,-6.095,0,0.0415,4,NaN
Bandera,22.0,157106.0,0.278,0.754,0.779,0.0,0.0,0.147,-5.476,1,0.0318,4,0.908
Bonjour ibiza - Deep house mix,54.0,321538.0,2.0E-4,0.885,0.838,0.833,7.0,0.0636,-6.69,1,0.111,4,0.746
Manilla,60.0,327496.0,0.406,0.627,0.904,0.0,4.0,0.204,-2.213,0,0.144,4,0.654
"Verde, amarillo y rojo",62.0,338146.0,0.617,0.389,0.898,1.0E-4,4.0,0.659,-6.445,1,0.265,4,0.697
MI Amore,52.0,231586.0,0.175,0.817,0.55,0.0049,5.0,0.161,-6.259,0,0.0456,4,0.914
Ghana Meets Naija,33.0,200437.0,0.149,0.921,0.684,0.0,11.0,0.0498,-3.934,0,0.33,4,0.873
Ey Khoda (Donya Dou Roozeh),22.0,272440.0,0.142,0.606,0.852,0.0097,8.0,0.101,-6.606,1,0.0363,4,0.673
The Diary,64.0,185012.0,0.99,0.524,0.0244,0.899,0.0,0.138,-26.099,0,0.0373,4,0.128
Midnattsdans,19.0,204600.0,0.991,0.498,0.0499,0.933,5.0,0.0872,-24.144,1,0.0469,4,0.262
Otra Era,51.0,244979.0,0.0196,0.534,0.888,0.183,2.0,0.151,-6.327,1,0.0274,4,0.624
Como deseo ser tu amor,44.0,190956.0,0.0045,0.64,0.48,0.0,9.0,0.279,-8.326,0,0.049,4,0.569
RUNNING MAN,38.0,185338.0,0.213,0.72,0.588,0.0,5.0,0.123,-8.229,1,0.233,4,0.487
Isabel (Isabel),40.0,383133.0,0.772,0.482,0.647,0.0659,5.0,0.0598,-11.616,0,0.0616,4,0.638
HandClap,67.0,193253.0,0.0061,0.636,0.836,2.0E-4,8.0,0.0828,-3.004,1,0.0427,4,0.715
Rolling in the Deep,60.0,228093.0,0.138,0.73,0.77,0.0,8.0,0.0473,-5.114,1,0.0298,4,0.507
Honest,46.0,232135.0,0.0238,0.419,0.541,0.0,0.0,0.103,-5.826,1,0.0388,4,0.173
Courage For Love,26.0,154853.0,7.0E-4,0.273,0.81,0.0047,11.0,0.35,-4.345,0,0.0581,4,0.709
I’m a Raven (Shake Children),52.0,170773.0,0.102,0.503,0.503,0.0,1.0,0.282,-7.497,1,0.0275,4,0.867
Der Mussolini - 1998 - Remaster,2.0,235106.0,0.124,0.593,0.796,0.494,6.0,0.116,-9.404,1,0.0318,4,0.867
Do This Thing,30.0,300104.0,4.0E-4,0.677,0.486,0.294,5.0,0.0983,-10.134,0,0.442,4,0.184
Silueta,39.0,193469.0,0.236,0.665,0.805,0.0,7.0,0.0942,-2.682,0,0.243,4,0.605
Fresh Eyes,60.0,198001.0,0.548,0.828,0.56,0.0,0.0,0.15,-6.685,1,0.0327,4,0.872
Buttons,66.0,225560.0,0.158,0.544,0.823,0.0,2.0,0.268,-4.318,1,0.32,4,0.434
Beast,62.0,260224.0,0.0256,0.892,0.46,0.0,1.0,0.147,-7.814,1,0.0997,4,0.093
Free Fallin',73.0,256000.0,0.219,0.63,0.449,0.0,5.0,0.0622,-13.243,1,0.0252,4,0.623
Cheap Sunglasses,56.0,288400.0,0.148,0.617,0.461,0.0151,5.0,0.12,-14.485,0,0.0434,4,0.828
How Bizarre,61.0,224165.0,0.323,0.785,0.686,0.0,0.0,0.566,-7.748,1,0.0497,4,0.838
Keep On Walking,50.0,227299.0,0.504,0.729,0.575,0.0,6.0,0.104,-9.11,0,0.138,4,0.924
How Long Will This Last? - Single Mix,61.0,203208.0,0.0252,0.544,0.865,0.0,8.0,0.363,-3.297,0,0.0389,4,0.748
Most Girls - Acoustic,63.0,200880.0,0.482,0.665,0.274,0.0,9.0,0.118,-8.915,1,0.147,4,0.686
Issues - Acoustic,68.0,175280.0,0.741,0.684,0.342,0.0,8.0,0.0729,-6.09,1,0.055,4,0.632
Magnetised - Acoustic,65.0,292186.0,0.952,0.487,0.0746,0.0,10.0,0.108,-12.952,0,0.0327,4,0.123
Wonderland,37.0,230013.0,0.317,0.588,0.641,0.0,6.0,0.124,-6.973,1,0.146,4,0.414
A Minha Menina,36.0,170733.0,0.806,0.53,0.809,0.0122,9.0,0.215,-8.222,0,0.0514,4,0.804
BLACK BALLOONS | 13LACK 13ALLOONZ [FEAT. TWELVE'LEN & GOLDLINK | TWELVE'LEN + GOLDL1NK],71.0,210960.0,0.194,0.551,0.725,0.0,1.0,0.0956,-7.619,0,0.189,4,0.692
Magnolia,80.0,181812.0,0.0113,0.791,0.581,0.0,11.0,0.35,-7.323,0,0.286,4,0.438
Tell Him,56.0,280760.0,0.19,0.655,0.647,0.0088,1.0,0.0412,-9.465,1,0.0903,4,0.931
We The People....,28.0,172013.0,0.0036,0.706,0.749,0.0,1.0,0.122,-5.764,1,0.0411,4,0.912
The Night They Drove Old Dixie Down - Remastered,61.0,213266.0,0.453,0.508,0.493,0.0,0.0,0.241,-8.786,1,0.0327,4,0.467
The Great Escape,54.0,206520.0,0.0017,0.423,0.94,0.0,1.0,0.178,-4.012,0,0.0635,4,0.505
Twins,61.0,50014.0,0.971,0.581,0.14,0.955,5.0,0.109,-23.095,1,0.214,4,0.248
Shokawa,54.0,155181.0,0.839,0.587,0.452,0.891,0.0,0.0979,-9.656,1,0.495,4,0.622
1950,83.0,225133.0,0.648,0.6,0.535,0.0,4.0,0.162,-7.043,1,0.107,4,0.269
There's No Way (feat. Julia Michaels),87.0,174860.0,0.49,0.755,0.625,0.0,2.0,0.157,-7.114,1,0.0896,4,0.374
A Little More,73.0,144720.0,0.797,0.376,0.211,0.0,4.0,0.196,-11.665,1,0.0364,3,0.228
Let Me Go,47.0,209943.0,0.449,0.333,0.389,0.0,9.0,0.0919,-7.326,1,0.0353,4,0.247
This Town Still Talks About You,54.0,268160.0,0.0079,0.522,0.47,0.0,0.0,0.103,-9.52,1,0.0242,4,0.344
What If I Stay,57.0,205560.0,0.131,0.58,0.653,0.0,4.0,0.116,-6.051,1,0.0275,4,0.232
My Home's In Alabama - Live,43.0,386026.0,0.276,0.366,0.479,0.0114,7.0,0.136,-9.774,1,0.0438,4,0.397
Maybe,40.0,170000.0,0.829,0.252,0.461,5.0E-4,10.0,0.0808,-4.97,1,0.0378,3,0.382
Notes,52.0,127073.0,0.975,0.281,0.0134,0.921,6.0,0.376,-33.246,1,0.0371,3,0.0427
If You Know You Know,72.0,202120.0,0.0186,0.46,0.697,0.0,6.0,0.362,-5.954,0,0.325,4,0.701
Dished (Male Stripper) - Edit,50.0,160522.0,0.0503,0.685,0.92,0.901,8.0,0.0605,-5.875,1,0.0297,4,0.625
Neutron Dance - Edit,64.0,171613.0,0.0123,0.679,0.843,0.917,7.0,0.328,-7.378,1,0.0396,4,0.827
Ooh Ahh (My Life Be Like) (feat. Toby Mac),20.0,233173.0,0.136,0.756,0.855,3.0E-4,2.0,0.302,-3.529,1,0.0669,4,0.811
In Da Club,74.0,193466.0,0.283,0.865,0.73,0.0,6.0,0.0753,-2.813,0,0.373,4,0.808
Bad and Boujee (feat. Lil Uzi Vert),79.0,343150.0,0.061,0.927,0.665,0.0,11.0,0.123,-5.313,1,0.244,4,0.175
El Chapo,68.0,219413.0,0.127,0.753,0.905,0.0,6.0,0.269,-3.311,0,0.239,4,0.585
Gotta Get Away,53.0,180173.0,0.0175,0.475,0.836,0.0,4.0,0.104,-5.446,1,0.0529,4,0.723
Adderall,64.0,218025.0,7.0E-4,0.681,0.891,0.0,6.0,0.0631,-4.28,1,0.0408,4,0.556
Bang Bang,60.0,199373.0,0.267,0.708,0.752,0.0,0.0,0.377,-4.401,0,0.0886,4,0.733
De Donde Vengo Yo,29.0,259786.0,0.0897,0.801,0.857,0.0,4.0,0.171,-4.174,1,0.275,4,0.946
obsidian,52.0,184048.0,0.878,0.352,0.418,0.0348,5.0,0.106,-8.171,0,0.0391,4,0.0381
Capsize,76.0,237706.0,0.0398,0.683,0.708,0.155,5.0,0.686,-6.244,0,0.0305,4,0.355
Solo Ámame,45.0,231983.0,0.216,0.707,0.89,0.0,0.0,0.325,-4.363,1,0.0265,4,0.96
Follow Your Fire,71.0,238611.0,0.0085,0.453,0.61,0.0,11.0,0.175,-6.583,0,0.0674,4,0.44
Feel It Still - Medasin Remix,68.0,194434.0,0.553,0.568,0.463,0.0011,4.0,0.0858,-10.622,1,0.262,4,NaN
Public Figure,39.0,151578.0,0.0777,0.846,0.725,0.0,9.0,0.256,-4.773,1,0.395,4,0.532
Falling Apart,65.0,188919.0,1.0E-4,0.528,0.942,0.0,3.0,0.344,-2.825,0,0.0512,4,0.421
Trouble,59.0,173807.0,0.011,0.602,0.97,0.0628,1.0,0.11,-3.498,0,0.0449,4,0.967
Mundo Real,0.0,260226.0,0.108,0.718,0.702,1.0E-4,9.0,0.366,-5.664,0,0.0326,4,0.931
ICY GRL,68.0,109302.0,0.0306,0.927,0.563,0.0,7.0,0.0736,-5.827,1,0.175,4,NaN
Kiss N Tell,49.0,207653.0,0.0024,0.754,0.7,1.0E-4,4.0,0.214,-3.815,1,0.102,4,0.96
Don’t Wanna Try,0.0,224600.0,0.0628,0.595,0.764,0.0,5.0,0.177,-5.78,0,0.045,4,0.877
Pretty Handsome Awkward - Amended Version,41.0,212840.0,0.0064,0.563,0.976,0.0,0.0,0.84,-5.214,1,0.0581,4,0.218
Réseaux - Remix,56.0,183515.0,0.0823,0.794,0.646,0.0,4.0,0.0918,-7.249,1,0.264,4,0.478
With Every Heartbeat,0.0,197000.0,0.0117,0.707,0.692,0.0128,4.0,0.0591,-5.584,0,0.029,4,0.223
Ojos Chinos,35.0,261146.0,0.676,0.81,0.724,0.0,5.0,0.198,-5.417,0,0.0431,4,0.968
Lost It (feat. Quavo & Offset),49.0,272152.0,0.0091,0.827,0.642,0.0,1.0,0.0865,-4.29,0,0.242,4,0.181
Codeine Dreams,31.0,197381.0,0.0015,0.559,0.725,0.92,1.0,0.0594,-7.664,1,0.0288,4,0.101
Cathedral of Pods,15.0,132653.0,0.0069,0.597,0.606,0.764,10.0,0.0944,-12.254,0,0.04,4,0.464
Obordorbidi,31.0,238906.0,0.133,0.896,0.767,0.0,9.0,0.098,-3.784,1,0.0715,4,0.747
Obsession (feat. Jon Bellion),54.0,221982.0,0.0073,0.741,0.559,0.001,10.0,0.21,-7.775,1,0.03,4,0.466
Real Friends,85.0,223583.0,0.235,0.701,0.512,0.0,0.0,0.135,-6.869,0,0.0969,4,0.663
Nice & Slow,38.0,218448.0,0.0069,0.799,0.616,0.0024,5.0,0.283,-4.599,0,0.0415,4,0.697
La Bilirrubina - En Vivo Estadio Olímpico De República Dominicana/2012,66.0,232880.0,0.622,0.585,0.977,0.0,1.0,0.328,-3.57,1,0.0615,4,0.801
Livin' la Vida Loca,73.0,243160.0,0.0041,0.425,0.954,0.0,1.0,0.0555,-3.756,0,0.0476,4,0.933
Famous Blue Raincoat,58.0,310773.0,0.948,0.474,0.0404,3.0E-4,9.0,0.111,-22.208,0,0.0387,3,0.18
Ramblin' Man,70.0,288160.0,0.488,0.309,0.831,0.003,1.0,0.286,-8.288,1,0.036,4,0.934
Every Woman In The World - Digitally Remastered 1999,49.0,207760.0,0.207,0.465,0.552,0.0,9.0,0.182,-7.23,1,0.0295,4,0.331
Glory Of Love,72.0,258120.0,0.0778,0.518,0.585,0.0,5.0,0.31,-8.485,1,0.0279,4,0.312
"Flava In Ya Ear (feat. The Notorious B.I.G., LL Cool J, Busta Rhymes & Rampage) - 2016 Remastered",51.0,302866.0,0.203,0.5,0.899,0.0,9.0,0.177,-3.907,0,0.467,4,0.754
Rump Shaker,44.0,311506.0,0.0037,0.865,0.836,0.0055,1.0,0.301,-6.088,1,0.225,4,0.248
Insane in the Brain,46.0,210160.0,0.0208,0.901,0.63,0.0987,8.0,0.103,-10.841,0,0.188,4,0.73
Melt (Acoustic Version),50.0,221492.0,0.897,0.522,0.241,0.0,5.0,0.11,-8.966,0,0.0343,3,0.345
Adore - Piano Unplugged,53.0,197573.0,0.739,0.571,0.313,0.0,0.0,0.113,-9.833,1,0.0657,4,0.163
God Damn,17.0,221973.0,6.0E-4,0.5,0.947,0.0022,7.0,0.125,-5.75,0,0.122,4,0.267
Pullover (feat. Wiz-Kid),47.0,187866.0,0.036,0.819,0.89,0.0,2.0,0.207,-2.265,1,0.064,4,0.964
Stacey's Mom,42.0,201080.0,0.225,0.763,0.615,0.0,9.0,0.103,-9.026,1,0.0483,4,0.806
Black Magic,50.0,204640.0,0.211,0.671,0.81,0.0,1.0,0.0758,-4.145,1,0.203,4,0.322
Intro,75.0,127920.0,0.46,0.607,0.789,0.907,9.0,0.128,-8.87,0,0.0278,4,0.16
What the World Needs Now Is Love,34.0,190480.0,0.915,0.574,0.364,0.0,11.0,0.137,-9.672,0,0.0365,3,0.398
Let Your Love Flow,65.0,198760.0,0.0611,0.679,0.553,0.0,3.0,0.139,-14.687,1,0.0316,4,0.946
I'm Not Gonna Teach Your Boyfriend How To Dance With You,47.0,217733.0,3.0E-4,0.48,0.929,0.0,0.0,0.366,-4.082,1,0.0476,4,0.799
She's a Lover,29.0,212066.0,0.0041,0.439,0.795,0.0011,2.0,0.296,-9.424,1,0.0314,4,0.789
Not Too Soon,6.0,190573.0,0.004,0.448,0.915,0.848,4.0,0.17,-12.464,1,0.0367,4,0.906
Volver,40.0,285953.0,0.652,0.717,0.518,2.0E-4,2.0,0.0563,-6.797,0,0.0568,4,0.968
Dejalo Ahi,45.0,250520.0,0.292,0.828,0.89,0.0,6.0,0.196,-6.094,0,0.224,4,NaN
John Madden 2,0.0,153191.0,0.226,0.871,0.648,0.0,11.0,0.118,-5.886,0,0.3,4,0.409
Un Cafe Para Platon,47.0,242560.0,0.791,0.346,0.398,1.0E-4,9.0,0.154,-12.539,1,0.0366,4,0.381
Now Or Never,78.0,214801.0,0.107,0.67,0.585,0.0,6.0,0.131,-4.861,0,0.0354,4,0.447
做我的貓,44.0,241231.0,0.0304,0.813,0.597,0.0,9.0,0.048,-6.93,1,0.0469,4,0.375
Swimming Pools (Drank) - Extended Version,68.0,313786.0,0.123,0.716,0.485,0.0,1.0,0.604,-7.745,1,0.404,4,0.26
Don't You Ever Get Tired of Hurting Me,38.0,168240.0,0.661,0.372,0.184,0.361,7.0,0.207,-16.772,1,0.031,4,0.541
Ballad Of Forty Dollars,32.0,183400.0,0.334,0.6,0.843,0.0,2.0,0.346,-7.489,1,0.0462,4,0.866
Little Green Apples - Single Version,35.0,157960.0,0.879,0.506,0.182,0.0892,0.0,0.134,-17.9,1,0.0552,4,0.398
Gone Country,59.0,259893.0,0.131,0.681,0.719,0.0,7.0,0.113,-5.918,1,0.0248,4,0.637
Solo,53.0,346285.0,0.0445,0.491,0.879,9.0E-4,7.0,0.324,-4.018,0,0.0629,4,0.079
The Beat,69.0,162187.0,0.119,0.563,0.954,0.168,7.0,0.27,-1.835,0,0.0283,4,0.788
Lambo,54.0,149826.0,0.0056,0.821,0.872,0.107,1.0,0.0466,-6.08,1,0.0737,4,0.429
Tearin' up My Heart - Radio Edit,65.0,211000.0,0.0028,0.686,0.915,0.0,7.0,0.233,-4.447,1,0.0364,4,0.796
Sanya,22.0,202057.0,0.282,0.823,0.954,0.0,11.0,0.0597,-3.293,0,0.115,4,NaN
Family Business,55.0,278893.0,0.159,0.726,0.533,0.0,0.0,0.475,-7.49,1,0.216,4,0.548
In My Mind,97.0,184560.0,0.176,0.694,0.77,0.0,6.0,0.118,-5.335,1,0.149,4,0.163
Just For A Moment (feat. Iselin),73.0,254556.0,0.0145,0.534,0.77,0.0,1.0,0.279,-6.324,0,0.0549,4,0.41
Fool You’ve Landed,54.0,221099.0,0.0388,0.589,0.852,2.0E-4,2.0,0.286,-4.839,1,0.0308,4,0.942
Run It Back (Freestyle),57.0,159913.0,0.0865,0.617,0.783,0.0,0.0,0.164,-5.519,0,0.275,4,0.158
Knowhow,42.0,268832.0,0.0079,0.52,0.901,9.0E-4,5.0,0.0744,-3.083,0,0.121,4,0.62
Scheiße,48.0,225466.0,0.0049,0.728,0.97,0.0,5.0,0.288,-4.883,0,0.101,4,0.539
Bumbum de Ouro,68.0,167234.0,0.266,0.806,0.831,0.0,0.0,0.07,-2.399,1,0.0778,4,0.928
Cumbia del Mole,51.0,180640.0,0.223,0.689,0.734,0.0,6.0,0.126,-5.207,0,0.0541,3,0.962
Wires,59.0,193080.0,4.0E-4,0.568,0.569,0.102,7.0,0.342,-6.013,0,0.0329,4,0.266
no heart,46.0,120000.0,0.643,0.738,0.49,0.931,9.0,0.128,-10.113,0,0.187,4,0.464
Lean on Me,57.0,157280.0,0.532,0.607,0.458,0.0,9.0,0.104,-7.56,1,0.0503,4,0.494
Más De La Mitad,46.0,248893.0,0.73,0.332,0.572,1.0E-4,7.0,0.0991,-6.827,1,0.0467,3,0.145
Wild Jungle - 2000 Remastered Version,24.0,167893.0,0.912,0.41,0.788,0.809,5.0,0.0997,-12.182,0,0.0393,4,0.788
dear insecurity (feat. ben abraham),70.0,218929.0,0.519,0.688,0.348,0.0,5.0,0.341,-8.227,1,0.149,4,0.58
"My Boo (feat. Vince Staples, Kučka, Ngaiire & Vera Blue) [Triple J Like A Version]",5.0,231282.0,0.286,0.648,0.668,0.0,9.0,0.0787,-4.994,1,0.191,4,0.205
Freak On,57.0,163186.0,0.191,0.767,0.805,0.0,7.0,0.0687,-4.472,0,0.037,4,0.57
Tic Toc,50.0,126125.0,0.274,0.761,0.447,0.0,6.0,0.0863,-6.547,1,0.0337,4,0.404
Hiding,54.0,232752.0,3.0E-4,0.591,0.889,0.0,10.0,0.117,-4.818,0,0.0412,4,0.807
Where Have You Gone (Anywhere),69.0,158602.0,0.0055,0.618,0.767,0.0,5.0,0.147,-5.024,1,0.0489,4,0.239
Blow,52.0,249440.0,0.0045,0.523,0.98,0.0,5.0,0.188,-3.615,0,0.147,4,0.33
Get Lost,46.0,198992.0,0.0827,0.31,0.862,0.0084,11.0,0.313,-6.592,0,0.0527,4,0.385
Quiet Little Voices,53.0,261426.0,2.0E-4,0.23,0.931,0.0189,4.0,0.106,-4.313,1,0.0637,4,0.428
Paradise - Bakermat Remix,53.0,287080.0,0.0434,0.719,0.754,0.0,11.0,0.051,-4.473,1,0.063,3,0.861
"Ob-La-Di, Ob-La-Da - Remastered",29.0,188960.0,0.232,0.818,0.728,0.0642,10.0,0.251,-8.331,1,0.0314,4,0.975
Moving Mountains,53.0,279500.0,0.0132,0.506,0.789,7.0E-4,9.0,0.364,-4.939,1,0.0404,4,0.359
A Day,43.0,400333.0,6.0E-4,0.486,0.888,0.349,10.0,0.114,-10.445,0,0.0489,4,0.22
5-10-15 Hours,43.0,195466.0,0.765,0.859,0.244,0.0,5.0,0.126,-13.397,1,0.0562,4,0.875
Lionhearted,62.0,270013.0,0.773,0.337,0.293,4.0E-4,7.0,0.0622,-13.198,1,0.0402,4,0.0594
Black Moss,55.0,248349.0,0.916,0.432,0.267,0.0011,11.0,0.122,-11.739,1,0.031,4,0.158
She's Always a Woman,70.0,201373.0,0.797,0.292,0.324,5.0E-4,3.0,0.12,-11.996,1,0.0346,3,0.384
Canal St.,68.0,227426.0,0.308,0.696,0.583,0.0,3.0,0.0964,-9.351,0,0.301,4,0.524
Tu Peor Error,72.0,260645.0,0.41,0.746,0.511,0.245,10.0,0.0705,-5.407,0,0.268,4,0.596
Darlin',5.0,299386.0,0.164,0.349,0.337,3.0E-4,3.0,0.12,-8.982,1,0.0293,4,0.0389
"Portland, Maine",70.0,203893.0,0.782,0.608,0.342,0.243,4.0,0.109,-14.166,1,0.0316,4,0.172
Dream On,79.0,266960.0,0.388,0.307,0.433,1.0E-4,1.0,0.332,-10.057,1,0.029,4,0.224
Black Diamond,52.0,313466.0,0.0889,0.321,0.627,0.0088,8.0,0.0699,-9.509,0,0.0542,4,0.141
Hold Me Now,52.0,286666.0,0.658,0.787,0.517,0.0,7.0,0.292,-12.794,1,0.0332,4,0.885
Murder Was The Case (Death After Visualizing Eternity) (feat. Dat Nigga Daz),39.0,218186.0,0.0056,0.4,0.841,0.0,11.0,0.338,-5.368,1,0.148,4,0.62
Do You Really Want It,60.0,233333.0,1.0E-4,0.223,0.891,4.0E-4,7.0,0.107,-4.918,1,0.133,4,0.558
Wavin' Flag,20.0,115706.0,0.783,0.318,0.841,0.0,6.0,0.096,-4.926,0,0.3,3,0.753
Yeah!,71.0,250066.0,0.0219,0.895,0.795,0.0,2.0,0.0403,-4.693,1,0.0977,4,0.574
Raise Your Glass,63.0,203266.0,0.0062,0.7,0.708,0.0,7.0,0.0345,-4.952,1,0.087,4,0.619
A Day In The Life - Remastered,27.0,337413.0,0.29,0.364,0.457,1.0E-4,4.0,0.922,-14.162,0,0.0675,4,0.175
Lady Marmalade,60.0,235266.0,0.551,0.571,0.652,0.0,2.0,0.0598,-11.034,0,0.0499,4,0.947
"\"\"\"Heroes\"\" - Single Version; 2014 Remastered Version\"",58.0,213813.0,0.016,0.502,0.681,0.107,7.0,0.102,-8.263,1,0.0276,4,0.584
Footloose,73.0,226293.0,0.159,0.564,0.911,0.0,2.0,0.118,-5.39,1,0.0536,4,0.582
Thank You,69.0,218360.0,0.3,0.725,0.583,2.0E-4,1.0,0.0665,-9.942,0,0.0424,4,0.765
Shifting Sands,51.0,234600.0,0.128,0.226,0.585,0.0233,2.0,0.112,-9.965,1,0.0343,3,0.655
There She Goes,68.0,162186.0,0.013,0.533,0.761,0.829,7.0,0.207,-10.632,1,0.0298,4,0.917
Bronze - Acoustic,55.0,218584.0,0.712,0.649,0.309,0.109,11.0,0.0766,-9.162,0,0.0294,4,0.358
E.T.,42.0,209711.0,0.486,0.558,0.743,0.0,9.0,0.106,-5.763,0,0.344,4,0.308
Woman,40.0,267600.0,0.5,0.751,0.48,0.0,0.0,0.298,-5.784,0,0.22,4,0.632
That's How Rumors Start,35.0,452373.0,0.202,0.498,0.42,0.0113,5.0,0.241,-9.55,0,0.068,4,0.827
Daydreaming,55.0,271026.0,5.0E-4,0.495,0.909,5.0E-4,2.0,0.363,-5.575,1,0.0525,4,0.335
Bandz A Make Her Dance Remix,41.0,275013.0,0.0692,0.915,0.846,0.0,6.0,0.326,-4.032,0,0.271,4,0.651
Mothers Day,54.0,169888.0,0.988,0.394,0.0031,0.945,11.0,0.0934,-29.896,1,0.0574,4,0.114
